eid,afid,name,domain,url,variants,match_count
10-s2.0-100611244,100611244,Center of Studies from the Physical Fitness Research Laboratory,,,"['Center For Physical Fitness Laboratory Studies Of São Caetano Do Sul (celafiscs)', 'Physical Fitness Research Center Of São Caetano Do Sul-celafiscs', 'Physical Fitness Research Center From São Caetano Do Sul-celafiscs', 'Center Of Studies Of The Physical Fitness Research Laboratory From Sao Caetano Do Sul (celafiscs)', 'Physical Fitness Research Laboratory Of Sao Caetano Do Sul (celafiscs)', 'Physical Fitness Research Laboratory De São Caetano Do Sul', 'Laboratory Of Sao Caetano Do Sul (celafiscs)', 'Center Of Studies Of The Physical Fitness Research Laboratory Of São Caetano Do Sul', 'Center Of Studies From The Physical Fitness Research Laboratory De São Caetano Do Sul', 'Center Of Studies From The Physical Fitness Research Laboratory']",0
10-s2.0-60020303,60020303,A.C.Camargo Cancer Center,accamargo.org.br,http://www.accamargo.org.br/english,['A.C.Camargo Cancer Center'],0
10-s2.0-112873428,112873428,Cancer Institute of São Paulo,,,[],0
10-s2.0-60004549,60004549,Instituto Evandro Chagas,iec.gov.br,https://www.iec.gov.br/,['Instituto Evandro Chagas'],0
10-s2.0-60028469,60028469,Universidade Federal do Estado do Rio de Janeiro,unirio.br,http://www.unirio.br,"['Rio de Janeiro State Federal University', 'Universidade Federal do Estado do Rio de Janeiro', 'Federal University of the State of Rio de Janeiro']",1
10-s2.0-60070413,60070413,Central Hospital of Rio de Janeiro,,,['Central Hospital of Rio de Janeiro'],0
10-s2.0-107293079,107293079,Irmandade Santa Casa de Misericórdia de Porto Alegre,,,[],0
10-s2.0-114147627,114147627,USS,,,['Uss'],0
10-s2.0-116075483,116075483,Hospital Beneficenca Portuguesa,,,['Hospital Beneficenca Portuguesa'],0
10-s2.0-60035244,60035244,Hospital Sao Francisco,saofrancisco.com.br,http://www.saofrancisco.com.br/,['Hospital Sao Francisco'],0
10-s2.0-112589785,112589785,Instituto do Câncer do Estado de São Paulo Octavio Frias de Oliveira,,,"['Instituto Do Câncer Do Estado De São Paulo Octavio Frias De Oliveira', 'Instituto Do Câncer Do Estado De São Paulo Octávio Frias De Oliveira', 'Instituto Do Câncer Do Estado Octavio Frias De Oliveira De São Paulo', 'Instituto Do Câncer De São Paulo Octavio Frias De Oliveira', 'Instituto Do Cancer Do Estado De Sao Paulo Octavio Frias De Oliveira', 'São Paulo Institute Of Cancer Octavio Frias De Oliveira', 'São Paulo Cancer Institute Octavio Frias De Oliveira', 'Instituto Docâ Ncer Do Estado De Saõ Paulo Octavio Frias De Oliveira', 'Instituto Do Câncer Do Estado De São Paulo Octavio Frias De Oliveira São Paulo', ""Instituto Do Câncer Do Estado De São Paulo 'octavio Frias De Oliveira'""]",0
10-s2.0-126183287,126183287,Brazilian National Food and Nutritional Security Council,,,['Brazilian National Food And Nutritional Security Council'],0
10-s2.0-60101662,60101662,Marinha do Brasil,marinha.mil.br,https://www.marinha.mil.br/,[],0
10-s2.0-60000513,60000513,Universidade Norte do Parana,www2.unopar.br,http://www2.unopar.br,"['University of the Northern Parana', 'Universidade Norte do Parana', 'University of Northern Paraná']",3
10-s2.0-60020705,60020705,Instituto Dante Pazzanese de Cardiologia,dantepazzanese.org.br,,['Instituto Dante Pazzanese de Cardiologia'],0
10-s2.0-116189929,116189929,Secretaria Estadual da Agricultura e Pecuária,,,['Secretaria Estadual da Agricultura e Pecuária'],0
10-s2.0-60048204,60048204,Hospital de Base,hospitaldebase.com.br,http://www.hospitaldebase.com.br/,['Hospital de Base'],0
10-s2.0-60010253,60010253,Universidade do Extremo Sul Catarinense,unesc.net,https://www.unesc.net/home,"['University of the Extreme South of Santa Catarina', 'Universidade do Extremo Sul Catarinense']",1
10-s2.0-100516411,100516411,Escola de Enfermagem,,,['Escola De Enfermagem'],0
10-s2.0-105951470,105951470,São José do Rio Preto Medical School,,,[],0
10-s2.0-60015580,60015580,Universidade do Sul de Santa Catarina,unisul.br,,"['University of South Santa Catarina', 'Universidade do Sul de Santa Catarina']",2
10-s2.0-60028351,60028351,Universidade Federal de Sao Joao del-Rei,ufsj.edu.br,https://ufsj.edu.br/ingles/,"['Federal University of Sao Joao del-Rei', 'Universidade Federal de Sao Joao del-Rei']",1
10-s2.0-131742786,131742786,Hospital das Clinica,,,['Hospital Das Clinica'],0
10-s2.0-60021547,60021547,Universidade Catolica de Pelotas,ucpel.tche.br,,"['Catholic University of Pelotas', 'Universidade Catolica de Pelotas']",1
10-s2.0-112969951,112969951,Maternity Hospital Therezinha de Jesus,,,[],0
10-s2.0-60086757,60086757,"Hospital Monte Sinai, Juiz de Fora",,http://www.hospitalmontesinai.com.br/agenda.aspx?p_id_categoria=10,"['Hospital Monte Sinai, Juiz de Fora']",0
10-s2.0-60049617,60049617,Faculdade de Medicina de São José do Rio Preto,famerp.br,https://www.famerp.br/,['Faculdade de Medicina de Sao Jose do Rio Preto'],1
10-s2.0-60015440,60015440,Universidade de Fortaleza,unifor.br,https://www.unifor.br/,"['University of Fortaleza', 'Universidade de Fortaleza']",1
10-s2.0-60069328,60069328,Hospital Sao Rafael,hsr.com.br,http://www.hsr.com.br/,['Hospital Sao Rafael'],0
10-s2.0-112979243,112979243,ORIGEN Center for Reproductive Medicine,,,[],0
10-s2.0-60018777,60018777,Fundacao Universidade Federal do Vale do Sao Francisco,portais.univasf.edu.br,https://portais.univasf.edu.br/,"['Federal Foundation University of Vale do Sao Francisco', 'Fundacao Universidade Federal do Vale do Sao Francisco']",1
10-s2.0-112979378,112979378,Associação Fundo de Incentivo à Pesquisa,,,[],0
10-s2.0-115577240,115577240,ORIGEN - Center for Reproductive Medicine,,,[],0
10-s2.0-110515612,110515612,Laboratório Nacional Agropecuário,,,"['Laboratório Nacional Agropecuário', 'Laboratório Nacional Agropecuário/rs']",0
10-s2.0-60065531,60065531,Embrapa Uva e Vinho,,https://www.embrapa.br/en/uva-e-vinho,"['Embrapa Uva e Vinho', 'Embrapa Grape & Wine']",0
10-s2.0-60032751,60032751,Universidade Paulista,unip.br,https://www5.unip.br/,"['Paulista University', 'Universidade Paulista']",1
10-s2.0-113766432,113766432,National Institute of Science and Technology of Tropical Diseases,,,['National Institute Of Science And Technology Of Tropical Diseases'],0
10-s2.0-60025701,60025701,Universidade de Passo Fundo,upf.br,https://www.upf.br/english,"['University of Passo Fundo', 'Universidade de Passo Fundo']",1
10-s2.0-60024094,60024094,Universidade do Estado de Santa Catarina,udesc.br,https://www.udesc.br/,"['Santa Catarina State University', 'Universidade do Estado de Santa Catarina']",1
10-s2.0-60038317,60038317,Embrapa Arroz e Feijão,,https://www.embrapa.br/arroz-e-feijao,"['Embrapa Arroz e Feijão', 'Embrapa Rice and Beans']",0
10-s2.0-113039496,113039496,Centro de Estudos do Laboratório de Aptidão Física de São Caetano do Sul,,,[],0
10-s2.0-60006182,60006182,Embrapa Recursos Geneticos e Biotecnologia,embrapa.br,https://www.embrapa.br/en/recursos-geneticos-e-biotecnologia,"['Embrapa Recursos Geneticos e Biotecnologia', 'Embrapa Genetic Resources & Biotechnology', 'Embrapa Genetic Resources and Biotechnology']",0
10-s2.0-125758303,125758303,CEFOR - Centro da Face e Otorrino,,,['Cefor - Centro Da Face E Otorrino'],0
10-s2.0-114559841,114559841,Mendelics Genomic Analysis,,,[],0
10-s2.0-60086762,60086762,Hospital Universitário Cajuru,hospitalcajuru.org.br,http://www.hospitalcajuru.org.br/,['Hospital Universitário Cajuru'],0
10-s2.0-60028247,60028247,Universidade de Caxias do Sul,ucs.br,http://www.ucs.br,"['University of Caxias do Sul', 'Universidade de Caxias do Sul']",1
10-s2.0-106010152,106010152,State Government of Rio Grande do Sul,,,[],0
10-s2.0-112696739,112696739,Centro de Estudos do Laboratório de Aptidão Física de São Caetano do Sul,,,[],0
10-s2.0-106634343,106634343,Faculdade Evangélica do Paraná,,,[],0
10-s2.0-60080207,60080207,Centro Universitário FIEO,unifieo.br,https://www.unifieo.br/,"['Centro Universitário FIEO', 'FIEO University Center']",1
10-s2.0-121397016,121397016,FMP-FASE,,,"['Fmp-fase', 'Fmp']",0
10-s2.0-60010970,60010970,Universidade Tuiuti do Parana,utp.br,http://www.utp.br,"['Tuiuti University of Parana', 'Universidade Tuiuti do Parana']",1
10-s2.0-60279202,60279202,Evangelical University of Goiás – Unievangelica,en.unievangelica.edu.br,http://en.unievangelica.edu.br/,"['Evangelical University of Goiás – Unievangelica', 'Evangélica College of Goianésia', 'Universidade Evangélica de Goiás']",1
10-s2.0-117969187,117969187,Brazilian Society of Pneumology and Phthisiology,,,['Brazilian Society of Pneumology and Phthisiology'],0
10-s2.0-105708401,105708401,Centro,,,"['Centro', 'Centro.']",0
10-s2.0-105297034,105297034,Barretos Cancer Hospital,,,[],0
10-s2.0-60101677,60101677,Instituto Federal do Espírito Santo,ifes.edu.br,https://www.ifes.edu.br/,"['Instituto Federal do Espírito Santo', 'Federal Institute of Espírito Santo']",1
10-s2.0-60029534,60029534,Pontificia Universidade Catolica de Campinas,puc-campinas.edu.br,https://www.puc-campinas.edu.br/,"['Pontifical Catholic University of Campinas', 'Pontificia Universidade Catolica de Campinas']",1
10-s2.0-112568530,112568530,Instituto de Reumatologia de São Paulo,,,[],0
10-s2.0-116272568,116272568,CLION - CAM Group,,,"['Clion - Cam Group', 'Medical Dental At Clion - Cam Group', 'Clínica Clion – Grupo Cam', 'Clion–cam Group', 'Clion-cam Group', 'Clion And Cam']",0
10-s2.0-60000273,60000273,Pontifícia Universidade Católica de São Paulo,pucsp.br,https://www.pucsp.br/home,"['Pontifical Catholic University of Sao Paulo', 'Pontifícia Universidade Católica de São Paulo']",1
10-s2.0-101936882,101936882,Centro de Estudos do Laboratório de Aptidão Física de São Caetano do Sul (CELAFISCS),,,"['Centro De Estudos Do Laboratório De Aptidão Física De São Caetano Do Sul (celafiscs)', 'Centro De Estudos Do Laboratorio De Aptidao Fisica De Sao Caetano Do Sul (celafiscs)', 'Centro De Estudos Do Laboratorio De Aptidao Fisica De São Caetano Do Sul (celafiscs)', 'Centro De Estudos Do Laboratorio', 'Centro De Estudos Do Lab. De Aptidao Fisica De Sao Caetano Do Sul (celafiscs)']",0
10-s2.0-106737567,106737567,UFMG,,,[],0
10-s2.0-60013265,60013265,Universidade Veiga de Almeida,uva.br,http://www.uva.br,"['Veiga de Almeida University', 'Universidade Veiga de Almeida']",1
10-s2.0-117261257,117261257,Núcleo de Pesquisa e Extensão em Psicanálise (NUPEP/ UFSJ,,,['Núcleo de Pesquisa e Extensão em Psicanálise (NUPEP/ UFSJ'],0
10-s2.0-100353735,100353735,Hospital Pérola Byington,,,"['Hospital Pérola Byington', 'Hospital Perola Byington', 'Pérola Byington Hospital', 'Perola Byington Hospital', 'Perola Byington Reference Center', 'Crsmnadi - Hospital Pérola Byington']",0
10-s2.0-117261000,117261000,Centro de Referência em Álcool Tabaco e Outras Drogas (CRATOD),,,"['Centro De Referência Para Álcool E Outras Drogas (cratod)', 'Centro De Referência Em Álcool Tabaco E Outras Drogas (cratod)']",0
10-s2.0-112924592,112924592,Faculdade de Juazeiro do Norte,,,"['Faculdade De Juazeiro Do Norte', 'University Center Of Juazeiro Do Norte', 'Secretaria Municipal De Saúde. Juazeiro Do Norte', 'Juazeiro Do Norte College', 'Juazeiro Do Norte', 'Faculdade Juazeiro Do Norte', 'Faculdade De Juazeiro Do Norte (fjn)']",0
10-s2.0-60012114,60012114,Universidade Regional do Cariri,urca.br,http://www.urca.br,"['Regional University of Cariri', 'Universidade Regional do Cariri']",1
10-s2.0-101620441,101620441,GENESIS - Centro de Assistência em Reprodução Humana,,,"['Genesis - Centro De Assistência Em Reprodução Humana', 'Genesis Centro De Assistência Em Reprodução Humana', 'Genesis-centro De Assistência Em Reprodução Humana', 'Gênesis Centro De Assistência E Reprodução Humana', 'Genesis-centro De Assistencia Em Reproducao Humana', 'Genesis Centro De Assistência Em Reprodução Humana Ltda', 'Centro De Assistência Em Reprodução Humana']",0
10-s2.0-117260913,117260913,Arte e Política-UFRGS,,,['Arte e Política-UFRGS'],0
10-s2.0-106720925,106720925,Centro Universitário Luterano de Palmas,,,"['Centro Universitário Luterano De Palmas', 'Ctro. Univ. Luterano De Palmas', 'Centro Universitário Luterano De Palmas (ceulp/ulbra)', 'Centro Universitário Luterano', 'Centro Universitário Integrado De Palmas', 'Centro Universitario Lutherano De Palmas', 'Centro Universitario De Palmas', 'Centro Luterano De Palmas']",1
10-s2.0-112509874,112509874,Psicologia Clínica da PUC-Rio,,,['Psicologia Clínica Da Puc-rio'],0
10-s2.0-117215876,117215876,PROADI/SUS - Brazilian Government,,,['PROADI/SUS - Brazilian Government'],0
10-s2.0-60013701,60013701,Universidade de Santo Amaro,unisa.br,http://www.unisa.br,"['University of Santo Amaro', 'Universidade de Santo Amaro']",1
10-s2.0-127237714,127237714,National Institute of Science and Technology,,,"['National Institute Of Science And Technology', 'National Institute Of Science And Technology In Nano-biopharmaceutics']",0
10-s2.0-100476307,100476307,Centro Universitário Lusíada,,,[],1
10-s2.0-60069337,60069337,Hospital Santa Catarina,hsc.org.br,,['Hospital Santa Catarina'],0
10-s2.0-119586018,119586018,Jornal de Pediatria,,,['Jornal De Pediatria'],0
10-s2.0-60019649,60019649,Universidade Federal do Triangulo Mineiro,uftm.edu.br,http://www.uftm.edu.br,"['Federal University of Triangulo Mineiro', 'Universidade Federal do Triangulo Mineiro']",1
10-s2.0-101704019,101704019,Postgraduate Program,,,"['Postgraduate Program', 'Postgraduation Program', 'Postgraduation Program And Endocrinology Service', 'Post-graduate Program', 'Ciências Médicas Postgraduate Program']",0
10-s2.0-60001919,60001919,"Universidade Federal do Ceara, Faculdade de Medicina",ufc.br,http://www.medicina.ufc.br/,"['Federal University of Ceara, Faculty of Medicine', 'Universidade Federal do Ceara, Faculdade de Medicina']",1
10-s2.0-122154057,122154057,Grupo Fleury,,,['Grupo Fleury'],0
10-s2.0-100400180,100400180,Endocrinology Service,,,['Endocrinology Service'],0
10-s2.0-60104784,60104784,Universidade Ceuma (UNICEUMA),,http://www.ceuma.br/,['Universidade Ceuma (UNICEUMA)'],1
10-s2.0-112593819,112593819,Albert Sabin Children's Hospital,,,[],0
10-s2.0-108350967,108350967,Medical College of Jundiaí,,,"['Medical College Of Jundiai', 'Medical College Of Jundiaí', 'Jundiaí Physical Education College', 'Jundiaí Medical School', 'Medical College Of Jundiaí - Thoracic Surgery']",0
10-s2.0-60020043,60020043,Universidade São Judas Tadeu,usjt.br,http://www.usjt.br,"['São Judas Tadeu University', 'Universidade São Judas Tadeu']",1
10-s2.0-60014217,60014217,Faculdade de Ciencias Medicas da Santa Casa de Sao Paulo,fcmsantacasasp.edu.br,https://fcmsantacasasp.edu.br/english/,"['Faculdade de Ciencias Medicas da Santa Casa de Sao Paulo', 'Faculty of Medical Sciences of Santa Casa de Sao Paulo']",1
10-s2.0-60103782,60103782,Universidade Federal dos Vales do Jequitinhonha e Mucuri,,http://www.ufvjm.edu.br/,"['Federal University of the Valleys of Jequitinhonha and Mucuri', 'Universidade Federal dos Vales do Jequitinhonha e Mucuri']",1
10-s2.0-60271977,60271977,"Instituto Federal de Educação, Ciência e Tecnologia do Triangulo Mineiro (IFTM)",iftm.edu.br,https://iftm.edu.br/,"['Instituto Federal do Triângulo Mineiro', 'Federal Institute of Education, Science and Technology of Triangulo Mineiro', 'Instituto Federal de Educación, Ciencia y Tecnología del Triângulo Mineiro']",1
10-s2.0-121267677,121267677,State University of Minas Gerais,,,[],0
10-s2.0-60019749,60019749,Universidade Estadual do Rio Grande do Sul,uergs.edu.br,http://www.uergs.edu.br,"['State University of Rio Grande do Sul', 'Universidade Estadual do Rio Grande do Sul']",1
10-s2.0-60084127,60084127,Hospital de Câncer de Barretos,,http://www.hcancerbarretos.com.br/,['Hospital de Câncer de Barretos'],0
10-s2.0-116464287,116464287,Centro Universitário Estácio-FIC,,,['Centro Universitário Estácio-FIC'],0
10-s2.0-116464008,116464008,Hospital Geral Dr César Cals de Oliveira,,,['Hospital Geral Dr César Cals de Oliveira'],0
10-s2.0-60021606,60021606,Universidade Estadual do Ceará,uece.br,https://www.uece.br/,"['State University of Ceara', 'Universidade Estadual do Ceara', 'Ceará State University', 'Universidade Estadual do Ceará', 'State University of Ceará']",1
10-s2.0-60017931,60017931,Ministério da Saúde,gov.br,https://www.gov.br/saude/pt-br,"['Ministerio da Saude', 'Ministério da Saúde']",0
10-s2.0-60006437,60006437,Instituto Brasileiro de Geografia e Estatistica,ibge.gov.br,http://www.ibge.gov.br/home/,['Instituto Brasileiro de Geografia e Estatistica'],0
10-s2.0-60070419,60070419,"Pan American Health Organization, Brasilia",,,"['Pan American Health Organization, Brasilia']",0
10-s2.0-112323421,112323421,Secretariat of Health Surveillance,,,"['Secretariat Of Health Surveillance', 'Health Surveillance Secretariat (svs)', 'Health Surveillance Secretariat', 'Health Surveillance']",0
10-s2.0-116461487,116461487,Health Attention Secretariat,,,['Health Attention Secretariat'],0
10-s2.0-60033203,60033203,Universidade Federal Rural do Semi-Árido,ufersa.edu.br,https://ufersa.edu.br/,"['Universidade Federal Rural do Semi-Árido', 'Federal University of Rural Semi-Arid']",1
