eid,title,published date,cited by count
2-s2.0-85073931859,Comparison of Two Models of Frailty for the Prediction of Mortality in Brazilian Community-Dwelling Older Adults: The FIBRA Study,2019-12-01,13
2-s2.0-85073918252,Untargeted metabolomics of strawberry (Fragaria x ananassa ‘Camarosa’) fruit from plants grown under osmotic stress conditions,2019-12-01,30
2-s2.0-85073811504,The probiotic Lactobacillus fermentum 296 attenuates cardiometabolic disorders in high fat diet-treated rats,2019-12-01,56
2-s2.0-85073336247,SPPARM alpha: The Lazarus effect,2019-12-01,13
2-s2.0-85073029454,Dietary patterns and metabolic phenotypes in Brazilian adults: A population-based cross-sectional study,2019-12-01,9
2-s2.0-85072823682,Nutritional status of human T-lymphotropic virus 1 patients: A retrospective study,2019-12-01,4
2-s2.0-85072404342,"Effects of thermotherapy and transcutaneous electrical nerve stimulation on patients with primary dysmenorrhea: A randomized, placebo-controlled, double-blind clinical trial",2019-12-01,24
2-s2.0-85072297544,Dealing with prognostic uncertainty: The role of prognostic models and websites for patients with advanced cancer,2019-12-01,21
2-s2.0-85072252615,"Alterations of the expression levels of CPT-1, SCD1, TRβ-1 and related microRNAs are involved in lipid metabolism impairment in adult rats caused by maternal coconut oil intake during breastfeeding",2019-12-01,5
2-s2.0-85072224430,Coronary artery disease and body mass index: What is the relationship?,2019-12-01,16
2-s2.0-85072092356,"Is neighbourhood social deprivation in a Brazilian city associated with the availability, variety, quality and price of food in supermarkets?",2019-12-01,20
2-s2.0-85072072215,Low standardized phase angle predicts prolonged hospitalization in critically ill patients,2019-12-01,25
2-s2.0-85072050138,Timing of high-intensity intermittent exercise affects ad libitum energy intake in overweight inactive men,2019-12-01,12
2-s2.0-85071768145,The experience of hope in families of children and adolescents living with chronic illness: A thematic synthesis of qualitative studies 儿童和青少年慢性病患者家庭的希望体验:关于定性研究的专题评价,2019-12-01,24
2-s2.0-85071745374,Ozone technology to reduce zearalenone contamination in whole maize flour: degradation kinetics and impact on quality,2019-12-01,38
2-s2.0-85071736062,Clinical indicators of nursing outcomes classification for patient with risk for perioperative positioning injury: A cohort study,2019-12-01,10
2-s2.0-85071506318,"Prevalence of spontaneous, induced labour or planned caesarean section and factors associated with caesarean section in low-risk women in southern Brazil",2019-12-01,3
2-s2.0-85071469421,Starch–gelatin film as an alternative to the use of plastics in agriculture: a review,2019-12-01,66
2-s2.0-85071452537,"Measuring Spiritual Well-Being in Brazilian Adolescents with Chronic Illness Using the FACIT-Sp-12: Age Adaptation of the Self-Report Version, Development of the Parental-Report Version, and Validation",2019-12-01,8
2-s2.0-85071091908,Effect of different strategies of Lactobacillus plantarum incorporation in chorizo sausages,2019-12-01,33
2-s2.0-85070933606,Dietary quality differences between women with and without weight loss in nutritional treatment,2019-12-01,2
2-s2.0-85070671965,Role of parathyroid hormone in anorexia on maintenance hemodialysis patients,2019-12-01,9
2-s2.0-85070636407,National general truck drivers' strike and food security in a Brazilian metropolis,2019-12-01,9
2-s2.0-85070251792,"Consumption of ultra-processed foods and its association with added sugar content in the diets of US children, NHANES 2009-2014",2019-12-01,84
2-s2.0-85070074819,Nutritional Status and Cognitive Impairment among the Very Old in a Community Sample from Southern Brazil,2019-12-01,14
2-s2.0-85069900583,Dietary intake of isoflavones is associated with a lower prevalence of subclinical cardiovascular disease in postmenopausal women: cross-sectional study,2019-12-01,12
2-s2.0-85069873311,Eating behaviour patterns are associated with excessive weight gain after liver transplantation,2019-12-01,12
2-s2.0-85069433996,Patient Preferences for Breast Cancer Treatment Interventions: A Systematic Review of Discrete Choice Experiments,2019-12-01,31
2-s2.0-85069004598,"Correction to: The Altered States of Consciousness in Transpersonal Approach Psychotherapy: Systematic Review and Guidelines for Research and Clinical Practice (Journal of Religion and Health, (2019), 58, 6, (2175-2194), 10.1007/s10943-019-00855-1)",2019-12-01,0
2-s2.0-85068364572,Nurses as second victims: A Brazilian perspective,2019-12-01,8
2-s2.0-85068106846,The Altered States of Consciousness in Transpersonal Approach Psychotherapy: Systematic Review and Guidelines for Research and Clinical Practice,2019-12-01,3
2-s2.0-85067404927,Directional hedonic thresholds for sodium concentration in hamburger,2019-12-01,20
2-s2.0-85126283743,The use of Lysol in Spanish Influenza post-pandemic times Uso do Lysol em tempos pós-pandémicos da gripe espanhola Uso del Lysol en tiempos pospandémicos de la gripe española,2021-12-31,0
2-s2.0-85123461278,Long-Chain Polyunsaturated Fatty Acid Concentrations and Association with Weight Gain in Pregnancy,2021-12-28,0
2-s2.0-85101133745,"Immune status, well-being and gut microbiota in military supplemented with synbiotic ice cream and submitted to field training: A randomised clinical trial",2021-12-28,19
2-s2.0-85100319747,Food addiction symptoms and metabolic changes in children and adolescents with the double burden of malnutrition,2021-12-28,4
2-s2.0-85105157717,"Sources of information about gestational weight gain, diet and exercise among Brazilian immigrant women living in the USA: A cross-sectional study",2021-12-27,5
2-s2.0-85105128837,Dietary inflammatory index scores are associated with atherogenic risk in Brazilian schoolchildren,2021-12-27,12
2-s2.0-85106980880,Dietary and nutrient intake among participants of a Brazilian health promotion programme: a cross-sectional study,2021-12-26,3
2-s2.0-85122486314,"Orange Juice Attenuates Circulating miR-150-5p, miR-25-3p, and miR-451a in Healthy Smokers: A Randomized Crossover Study",2021-12-24,6
2-s2.0-85122483344,Comparison of Anthropometric Indicators That Assess Nutritional Status From Infancy to Old Age and Proposal of Percentiles for a Regional Sample of Chile,2021-12-24,2
2-s2.0-85116364496,Evaluation of the food environment of public hospitals in a Brazilian metropolis,2021-12-21,5
2-s2.0-85104505693,Expanding the limits of sex: a systematic review concerning food and nutrition in transgender populations,2021-12-19,16
2-s2.0-85119982218,Children's health care in mass-casualty incidents: A systematic literature review,2021-12-18,1
2-s2.0-85122074124,Exploring Psychosocial Determinants of Eating Behavior: Fruit and Vegetable Intake Among Brazilian Adolescents,2021-12-16,6
2-s2.0-85112837348,Implementation of food-based dietary guidelines: conceptual framework and analysis of the Brazilian case,2021-12-16,17
2-s2.0-85121980688,"COVID-19, Food Insecurity and Malnutrition: A Multiple Burden for Brazil",2021-12-15,16
2-s2.0-85102469282,Invited Letter to Editor in response to: Estimated dietary polyphenol intake and major food sources,2021-12-14,0
2-s2.0-85100429602,Predictive capacity and cut-off points of adiposity indices for body fat prediction according to adolescent periods,2021-12-14,3
2-s2.0-85096305983,Obesity and the increased risk for COVID-19: Mechanisms and nutritional management,2021-12-13,18
2-s2.0-85104277995,Opportunities for diet quality improvement: The potential role of staple grain foods,2021-12-12,4
2-s2.0-85121747991,"COVID-19 Outcome Relates With Circulating BDNF, According to Patient Adiposity and Age",2021-12-10,32
2-s2.0-85121716415,"Is Dietary Iodine Intake Excessive According to the Theoretical Model of Healthy Dietary Intake Pattern in Pregnant Women and Schoolchildren: Water, Salt, or Food?",2021-12-10,4
2-s2.0-85100744788,Validation and reproducibility of a FFQ focused on pregnant women living in Northeastern Brazil,2021-12-10,6
2-s2.0-85121738229,"Relationship Between Lipodystrophy, Body Composition, Metabolic Profile, and Serum Levels of Adipocytokines",2021-12-09,4
2-s2.0-85115163178,Degree of processing and nutritional value of children's food products,2021-12-08,8
2-s2.0-85103910963,Prevalence of overweight and obesity among Brazilian adolescents over time: a systematic review and meta-analysis,2021-12-06,16
2-s2.0-85112318272,School meals consumption is associated with a better diet quality of Brazilian adolescents: results from the PeNSE 2015 survey,2021-12-05,10
2-s2.0-85123280965,Systematic Reviews to Strengthen Evidence-based Nursing Practice Revisões sistemáticas para fortalecer a prática de enfermagem baseada em evidências Revisiones sistemáticas para el fortalecimiento de la práctica de enfermería basada en evidencias,2021-12-03,6
2-s2.0-85109412916,Prevalence of childhood anaemia in Brazil: still a serious health problem: a systematic review and meta-analysis,2021-12-02,13
2-s2.0-85178602976,"Call for emergency action to limit global temperature increases, restore biodiversity and protect health",2021-12-01,1
2-s2.0-85178027768,"Call for emergency action to limit global temperature increases, restore biodiversity and protect health",2021-12-01,1
2-s2.0-85165623400,Translation of the Debriefing Assessment for Simulation in Healthcare in Portuguese and cross-cultural adaptation for Portugal and Brazil,2021-12-01,3
2-s2.0-85164384261,Characterization of simulation centers and programs in Latin America according to the ASPIRE and SSH quality criteria,2021-12-01,16
2-s2.0-85148567702,The Brodie bite: Addressing a confounding orthodontic problem,2021-12-01,3
2-s2.0-85138925297,Coping with hypertension among indigenous peoples in brazil and the role of the primary care nurse: A critical review from a transcultural perspective,2021-12-01,2
2-s2.0-85137353466,"Considerations When Choosing High-Fat, High-Fructose, and High-Cholesterol Diets to Induce Experimental Nonalcoholic Fatty Liver Disease in Laboratory Animal Models",2021-12-01,25
2-s2.0-85137136671,A secondary analysis of maternal ultra-processed food intake in women with overweight or obesity and associations with gestational weight gain and neonatal body composition outcomes,2021-12-01,5
2-s2.0-85128418133,From subjacency to the lack of involvement of the nursing process in the construction of nurses’ professional identity Da subjacência à não implicação do processo de enfermagem na construção da identidade profissional dos enfermeiros De lo subyacente a la no implicación del proceso de enfermería en la construcción de la identidad profesional de los enfermeros,2021-12-01,3
2-s2.0-85128353188,Psychometric properties of a questionnaire for assessing informal caregivers’ skills Propriedades psicométricas de um questionário de avaliação das competências do cuidador informal Propiedades psicométricas de un cuestionario de evaluación de las competencias del cuidador informal,2021-12-01,2
2-s2.0-85128351804,Validation of the Self-Assessment Scale of Autonomy Promotion in Older Adults (EAPAI) by nurses Validação da Escala de Autoavaliação da Promoção da Autonomia dos Idosos (EAPAI) por parte dos enfermeiros Validación de la Escala de Autoevaluación para la Promoción de la Autonomía del Adulto Mayor (EAPAI) por los enfermeros,2021-12-01,0
2-s2.0-85128098890,Adolescents with type 1 diabetes mellitus and their process of developing autonomy for self-care Adolescentes com diabetes mellitus tipo 1 e o seu processo de construção da autonomia para o autocuidado Adolescentes con diabetes mellitus tipo 1 y el proceso de construcción de la autonomía para el autocuidado,2021-12-01,3
