Código Mantenedora,Razão Social,CNPJ,Natureza Jurídica,Código IES,Instituição(IES),Sigla,Telefone,Sitio,e-Mail,Endereço Sede,Município,UF,Organização Acadêmica,Tipo de Credenciamento,Categoria,Categoria Administrativa,Data do Ato de Criação da IES,CI,Ano CI,CI-EaD,Ano CI-EaD,IGC,Ano IGC,Reitor/Dirigente Principal,Representante Legal,Sinalizações Vigentes,Situação da IES,Data de Descredenciamento,eid,afid,name,domain,url,variants,name_match,url_match,domain_match,variant_match
1329,CESG - CENTRO DE EDUCACAO SUPERIOR DE GUANAMBI S/A,04.097.860/0001-46,Privada com fins lucrativos,2023,Centro Universitário FG (UNIFG),UNIFG,(77) 3451-8400,http://centrouniversitariounifg.edu.br/,regulatorio@animaeducacao.com.br,Avenida Pedro Felipe Duarte - 4911 - CEP: 46430-000 - São Sebastião,Guanambi,BA,Centro Universitário,Presencial - Superior,Privada,Privada com fins lucrativos,2002-11-08,5,2023.0,4,2023.0,3,2023.0,,,,Ativa,,10-s2.0-126579685,126579685,Centro Universitário FG,,,[],1,0,0,0
805,ASBEC-SOCIEDADE BAIANA DE EDUCACAO E CULTURA LTDA,01.120.386/0001-38,Privada com fins lucrativos,1185,CENTRO UNIVERSITÁRIO JORGE AMADO (UNIJORGE),UNIJORGE,(71) 3206-8002,http://www.unijorge.edu.br,niube.ruggero@unijorge.edu.br; luciana.lauria@unijorge.edu.br,Avenida Luis Vianna Filho - 6775 - CEP: 41820-725 - Paralela,Salvador,BA,Centro Universitário,EAD - Superior / Presencial - Superior /,Privada,Privada com fins lucrativos,1998-09-29,5,2023.0,5,2023.0,4,2023.0,,,,Ativa,,10-s2.0-112625173,112625173,Centro Universitário Jorge Amado,,,[],1,0,0,0
805,ASBEC-SOCIEDADE BAIANA DE EDUCACAO E CULTURA LTDA,01.120.386/0001-38,Privada com fins lucrativos,1185,CENTRO UNIVERSITÁRIO JORGE AMADO (UNIJORGE),UNIJORGE,(71) 3206-8002,http://www.unijorge.edu.br,niube.ruggero@unijorge.edu.br; luciana.lauria@unijorge.edu.br,Avenida Luis Vianna Filho - 6775 - CEP: 41820-725 - Paralela,Salvador,BA,Centro Universitário,EAD - Superior / Presencial - Superior /,Privada,Privada com fins lucrativos,1998-09-29,5,2023.0,5,2023.0,4,2023.0,,,,Ativa,,10-s2.0-117633934,117633934,Centro Universitário Jorge Amado,,,['Centro Universitário Jorge Amado'],1,0,0,1
17971,REDE DE ENSINO FAVENI LTDA,14.086.522/0001-62,Privada com fins lucrativos,1641,CENTRO UNIVERSITÁRIO SOCIAL DA BAHIA (UNISBA),UNISBA,8000701111,www.unisba.edu.br,diretoria@faveni.edu.br,Rua Fernando Menezes de Góes - 570 - CEP: 41810-700 - Pituba,Salvador,BA,Centro Universitário,EAD - Superior / Presencial - Superior /,Privada,Privada com fins lucrativos,2001-03-20,4,2018.0,4,2022.0,3,2023.0,,,,Ativa,,10-s2.0-113000367,113000367,Centro Universitário Social da Bahia,,,[],1,0,0,0
435,ASSOCIACAO SALGADO DE OLIVEIRA DE EDUCACAO E CULTURA,28.638.393/0001-82,Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública,15056,CENTRO UNIVERSITÁRIO UNIVERSO SALVADOR,-,(21) 2138-4945,www.universo.edu.br,reitoria@nt.universo.edu.br,Avenida Antônio Carlos Magalhães - 2728 - CEP: 41800-700 - Pituba,Salvador,BA,Centro Universitário,Presencial - Superior,Privada,Privada sem fins lucrativos,,5,2018.0,-,,3,2023.0,,,,Ativa,,10-s2.0-60021699,60021699,Universidade Salgado de Oliveira,universo.edu.br,http://www.universo.edu.br,"['Salgado de Oliveira University', 'Universidade Salgado de Oliveira']",0,1,1,0
372,FUNDACAO BAHIANA PARA DESENVOLVIMENTO DAS CIENCIAS,13.927.934/0001-15,Privada sem fins lucrativos,534,ESCOLA BAHIANA DE MEDICINA E SAÚDE PÚBLICA (EBMSP),EBMSP,(71) 2101-1900,www.bahiana.edu.br,geisaarlete@bahiana.edu.br;nelma@bahiana.edu.br;geisaarlete@hotmail.com,Av. D. João VI - 275 - CEP: 40290-150 - Brotas,Salvador,BA,Faculdade,EAD - Superior / Presencial - Superior /,Privada,Privada sem fins lucrativos,1953-04-07,5,2023.0,5,2017.0,4,2023.0,,,,Ativa,,10-s2.0-60030083,60030083,Escola Bahiana de Medicina e Saúde Pública – EBMSP,en.bahiana.edu.br,https://en.bahiana.edu.br/,"['Escola Bahiana de Medicina e Saude Publica', 'Bahia School of Medicine and Public Health', 'Escola Bahiana de Medicina e Saúde Pública – EBMSP']",0,0,0,1
14514,EDITORA E DISTRIBUIDORA EDUCACIONAL S/A,38.733.648/0001-40,Privada com fins lucrativos,2944,FACULDADE ANHANGUERA DE ITABUNA,-,(73) 2102 3033,www.anhanguera.com,natalia.rodrigues@kroton.com.br; ddi@kroton.com.br,Avenida José Soares Pinheiro - 1600 - CEP: 45600-097 - Centro,Itabuna,BA,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2004-08-12,4,2024.0,-,,3,2023.0,,,,Ativa,,10-s2.0-60281103,60281103,Universidade Anhanguera de São Paulo,anhanguera.com,https://www.anhanguera.com/unidades/,"['Universidade Anhanguera de São Paulo', 'Anhanguera Educacional', 'Anhanguera Educational']",0,0,1,0
1031,CENTRO DE ENSINO SUPERIOR DO EXTREMO SUL DA BAHIA LTDA,02.611.487/0001-74,Privada com fins lucrativos,1572,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS (FACISA),FACISA,(73) 3294.3690,https://facisaba.edu.br/,direcao@cesesb.edu.br,Rodovia Br 101 Km 808 - 1130 - CEP: 45836-000 - Santo Antonio do Monte,Itamaraju,BA,Faculdade,EAD - Superior / Presencial - Superior /,Privada,Privada com fins lucrativos,2000-10-23,4,2025.0,4,2019.0,3,2023.0,,,,Ativa,,10-s2.0-117467769,117467769,Faculdade de Ciências Sociais Aplicadas,,,"['Faculdade De Ciências Sociais Aplicadas', 'Faculdade De Ciências Sociais E Aplicadas']",1,0,0,1
16093,ORGANIZACAO TECNOLOGICA DE ENSINO LTDA,07.714.798/0001-82,Privada com fins lucrativos,20606,Faculdade de Tecnologia e Ciências (FTC Juazeiro),FTC Juazeiro,0800 056 6666,http://www.ftc.br/juazeiro/home/,lsoares@ftc.edu.br;dcocco.jua@ftc.edu.br;amello@ftc.edu.br,Rua Canadá - 309 - CEP: 40015-140 - Santa Maria Gorete,Juazeiro,BA,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2017-10-02,4,2023.0,-,,4,2023.0,,,,Ativa,,10-s2.0-101610522,101610522,Faculdade de Tecnologia e Ciências,,,['Faculdade De Tecnologia E Ciências'],1,0,0,1
16093,ORGANIZACAO TECNOLOGICA DE ENSINO LTDA,07.714.798/0001-82,Privada com fins lucrativos,20606,Faculdade de Tecnologia e Ciências (FTC Juazeiro),FTC Juazeiro,0800 056 6666,http://www.ftc.br/juazeiro/home/,lsoares@ftc.edu.br;dcocco.jua@ftc.edu.br;amello@ftc.edu.br,Rua Canadá - 309 - CEP: 40015-140 - Santa Maria Gorete,Juazeiro,BA,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2017-10-02,4,2023.0,-,,4,2023.0,,,,Ativa,,10-s2.0-106314822,106314822,Faculdade de Tecnologia e Ciências,,,[],1,0,0,0
16093,ORGANIZACAO TECNOLOGICA DE ENSINO LTDA,07.714.798/0001-82,Privada com fins lucrativos,20606,Faculdade de Tecnologia e Ciências (FTC Juazeiro),FTC Juazeiro,0800 056 6666,http://www.ftc.br/juazeiro/home/,lsoares@ftc.edu.br;dcocco.jua@ftc.edu.br;amello@ftc.edu.br,Rua Canadá - 309 - CEP: 40015-140 - Santa Maria Gorete,Juazeiro,BA,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2017-10-02,4,2023.0,-,,4,2023.0,,,,Ativa,,10-s2.0-124520339,124520339,Faculdade de Tecnologia e Ciências,,,[],1,0,0,0
16093,ORGANIZACAO TECNOLOGICA DE ENSINO LTDA,07.714.798/0001-82,Privada com fins lucrativos,20606,Faculdade de Tecnologia e Ciências (FTC Juazeiro),FTC Juazeiro,0800 056 6666,http://www.ftc.br/juazeiro/home/,lsoares@ftc.edu.br;dcocco.jua@ftc.edu.br;amello@ftc.edu.br,Rua Canadá - 309 - CEP: 40015-140 - Santa Maria Gorete,Juazeiro,BA,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2017-10-02,4,2023.0,-,,4,2023.0,,,,Ativa,,10-s2.0-114376762,114376762,Faculdade de Tecnologia e Ciências,,,"['Faculdade De Tecnologia E Ciências', 'Faculdade De Tecnologia E Ciência', 'Tecnologia E Ciências (ftc)']",1,0,0,1
16093,ORGANIZACAO TECNOLOGICA DE ENSINO LTDA,07.714.798/0001-82,Privada com fins lucrativos,20606,Faculdade de Tecnologia e Ciências (FTC Juazeiro),FTC Juazeiro,0800 056 6666,http://www.ftc.br/juazeiro/home/,lsoares@ftc.edu.br;dcocco.jua@ftc.edu.br;amello@ftc.edu.br,Rua Canadá - 309 - CEP: 40015-140 - Santa Maria Gorete,Juazeiro,BA,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2017-10-02,4,2023.0,-,,4,2023.0,,,,Ativa,,10-s2.0-112823132,112823132,Faculdade de Tecnologia e Ciências (FTC),,,"['Faculdade De Tecnologia E Ciências (ftc)', 'Faculdade De Tecnologia E Ciências (uniftc)', 'Faculdade Tecnologia E Ciências (ftc)', 'Faculdade Tecnologia E Ciência Da Rede Ftc-digital', 'Faculdade De Tecnologia E Ciência (uniftc)']",1,0,0,2
16093,ORGANIZACAO TECNOLOGICA DE ENSINO LTDA,07.714.798/0001-82,Privada com fins lucrativos,20606,Faculdade de Tecnologia e Ciências (FTC Juazeiro),FTC Juazeiro,0800 056 6666,http://www.ftc.br/juazeiro/home/,lsoares@ftc.edu.br;dcocco.jua@ftc.edu.br;amello@ftc.edu.br,Rua Canadá - 309 - CEP: 40015-140 - Santa Maria Gorete,Juazeiro,BA,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2017-10-02,4,2023.0,-,,4,2023.0,,,,Ativa,,10-s2.0-107974599,107974599,Faculdade de Tecnologia e Ciências (FTC),,,"['Faculdade De Tecnologia E Ciências-ftc', 'Faculdade De Tecnologia E Ciências (ftc)', 'Faculdade De Tecnologia E Ciência (ftc)']",1,0,0,1
16093,ORGANIZACAO TECNOLOGICA DE ENSINO LTDA,07.714.798/0001-82,Privada com fins lucrativos,20606,Faculdade de Tecnologia e Ciências (FTC Juazeiro),FTC Juazeiro,0800 056 6666,http://www.ftc.br/juazeiro/home/,lsoares@ftc.edu.br;dcocco.jua@ftc.edu.br;amello@ftc.edu.br,Rua Canadá - 309 - CEP: 40015-140 - Santa Maria Gorete,Juazeiro,BA,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2017-10-02,4,2023.0,-,,4,2023.0,,,,Ativa,,10-s2.0-109965054,109965054,Faculdade de Tecnologia e Ciências,,,"['Faculdade De Tecnologia E Ciências', 'Faculdade De Tecnologia E Ciências–ftc', 'Faculdade De Tecnologia E Ciências-ftc', 'Faculdade De Tecnologia E Ciências Da Bahia', 'Faculdade De Tecnologia E Ciências - Ftc', 'Faculdade De Ciência E Tecnologia (ftc)']",1,0,0,1
16093,ORGANIZACAO TECNOLOGICA DE ENSINO LTDA,07.714.798/0001-82,Privada com fins lucrativos,20606,Faculdade de Tecnologia e Ciências (FTC Juazeiro),FTC Juazeiro,0800 056 6666,http://www.ftc.br/juazeiro/home/,lsoares@ftc.edu.br;dcocco.jua@ftc.edu.br;amello@ftc.edu.br,Rua Canadá - 309 - CEP: 40015-140 - Santa Maria Gorete,Juazeiro,BA,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2017-10-02,4,2023.0,-,,4,2023.0,,,,Ativa,,10-s2.0-100370609,100370609,Faculdade de Tecnologia e Ciências,,,"['Faculdade De Tecnologia E Ciências', 'Faculdade De Tecnologia E Ciências (ftc)', 'Faculdade De Tecnologia E Ciencias Medical School', 'Faculdade De Tecn. E Ciências', 'Faculdade Tecnologia E Ciências (ftc)', 'Faculdade De Tecnologia E Ciência - Ftc', 'Faculdade De Tecnologia E Ciência', 'Faculdade De Tecnologia E Ciencias', 'Faculdade De Ciência E Tecnologia', 'Hospital Aliança And Faculdade De Tecnologia E Ciencias Medical School']",1,0,0,3
16093,ORGANIZACAO TECNOLOGICA DE ENSINO LTDA,07.714.798/0001-82,Privada com fins lucrativos,20606,Faculdade de Tecnologia e Ciências (FTC Juazeiro),FTC Juazeiro,0800 056 6666,http://www.ftc.br/juazeiro/home/,lsoares@ftc.edu.br;dcocco.jua@ftc.edu.br;amello@ftc.edu.br,Rua Canadá - 309 - CEP: 40015-140 - Santa Maria Gorete,Juazeiro,BA,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2017-10-02,4,2023.0,-,,4,2023.0,,,,Ativa,,10-s2.0-115144871,115144871,Faculdade de Tecnologia e Ciências (FTC),,,"['Faculdade De Tecnologia E Ciências (ftc)', 'Faculdade De Tecnologia E Ciências', 'Ftc - Faculdade De Tecnologia E Ciências', 'Faculdade De Tecnologia E Ciência']",1,0,0,2
16093,ORGANIZACAO TECNOLOGICA DE ENSINO LTDA,07.714.798/0001-82,Privada com fins lucrativos,20606,Faculdade de Tecnologia e Ciências (FTC Juazeiro),FTC Juazeiro,0800 056 6666,http://www.ftc.br/juazeiro/home/,lsoares@ftc.edu.br;dcocco.jua@ftc.edu.br;amello@ftc.edu.br,Rua Canadá - 309 - CEP: 40015-140 - Santa Maria Gorete,Juazeiro,BA,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2017-10-02,4,2023.0,-,,4,2023.0,,,,Ativa,,10-s2.0-112118971,112118971,Faculdade de Tecnologia e Ciências (FTC),,,[],1,0,0,0
12178,FATEC -BA FACULDADE DE TECNOLOGIA E CIENCIAS DA BAHIA LTDA,02.268.349/0001-34,Privada com fins lucrativos,12922,FACULDADE DE TECNOLOGIA E CIÊNCIAS DA BAHIA (FATEC/BA),FATEC/BA,(75)3366-2628; (75) 98288-7478,www.fatecba.edu.br,eva@fatecba.edu.br; cesar@coneduc.com.br; contato@coneduc.com.br,Rua Quinze de Novembro - 925 A - CEP: 48050-010 - Santa Isabel,Alagoinhas,BA,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2012-07-09,4,2024.0,-,,3,2023.0,,,,Ativa,,10-s2.0-109965054,109965054,Faculdade de Tecnologia e Ciências,,,"['Faculdade De Tecnologia E Ciências', 'Faculdade De Tecnologia E Ciências–ftc', 'Faculdade De Tecnologia E Ciências-ftc', 'Faculdade De Tecnologia E Ciências Da Bahia', 'Faculdade De Tecnologia E Ciências - Ftc', 'Faculdade De Ciência E Tecnologia (ftc)']",0,0,0,1
119,SOCIEDADE DE ENSINO SUPERIOR ESTACIO DE SA LTDA,34.075.739/0001-84,Privada com fins lucrativos,22076,Faculdade Estácio de Alagoinhas,-,,www.estacio.br,cgalagoinhas@gmail.com;regulatorio.nacional@estacio.br,Avenida Linha Verde - s/n - CEP: 48099-899 - Alagoinhas Velha,Alagoinhas,BA,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2018-03-28,5,2022.0,-,,3,2023.0,,,,Ativa,,10-s2.0-60022378,60022378,Universidade Estacio de Sa,estacio.br,http://www.estacio.br,"['Estacio de Sa University', 'Universidade Estacio de Sa']",0,1,1,0
119,SOCIEDADE DE ENSINO SUPERIOR ESTACIO DE SA LTDA,34.075.739/0001-84,Privada com fins lucrativos,22076,Faculdade Estácio de Alagoinhas,-,,www.estacio.br,cgalagoinhas@gmail.com;regulatorio.nacional@estacio.br,Avenida Linha Verde - s/n - CEP: 48099-899 - Alagoinhas Velha,Alagoinhas,BA,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2018-03-28,5,2022.0,-,,3,2023.0,,,,Ativa,,10-s2.0-60003597,60003597,Universidade Estacio de Sa Faculdade de Medicina,estacio.br,http://www.estacio.br,"['Estacio de Sa University Faculty of Medicine', 'Universidade Estacio de Sa Faculdade de Medicina']",0,1,1,0
12729,SOCIEDADE EMPRESARIAL DE ESTUDOS SUPERIORES E TECNOLOGICOS SANT''ANA LTDA - ME,09.403.679/0001-34,Privada com fins lucrativos,13783,FACULDADE ESTÁCIO DE FEIRA DE SANTANA (ESTÁCIO FEIRA DE SAN),ESTÁCIO FEIRA DE SAN,,http://portal.estacio.br/,cgunidasfs@gmail.com;regulatorio.nacional@estacio.br,Avenida Getúlio Vargas - 2734 - CEP: 44076-684 - Parque Getúlio Vargas,Feira de Santana,BA,Faculdade,Presencial - Superior,Privada,Privada com fins lucrativos,2012-11-26,4,2023.0,-,,3,2023.0,,,,Ativa,,10-s2.0-120941220,120941220,Faculdade Nobre de Feira de Santana,,,"['Faculdade Nobre De Feira De Santana', 'Faculdade Estácio De Feira De Santana', 'Faculdade Anísio Teixeira De Feira De Santana', 'Faculdade Nobre De Feira De Santana.']",0,0,0,1
1163,FAINOR FACULDADE INDEPENDENTE DO NORDESTE LTDA,03.262.477/0001-33,Privada com fins lucrativos,1758,FACULDADE INDEPENDENTE DO NORDESTE (FAINOR),FAINOR,(77) 3161-1000,www.fainor.com.br,pi@fainor.com.br,Avenida Luís Eduardo Magalhães - 1305 - CEP: 45028-440 - Candeias,Vitória da Conquista,BA,Faculdade,EAD - Superior / Presencial - Superior /,Privada,Privada com fins lucrativos,2001-07-09,4,2023.0,5,2018.0,3,2023.0,,,,Ativa,,10-s2.0-128091011,128091011,Faculdade Independente do Nordeste – FAINOR,,,"['Faculdade Independente Do Nordeste – Fainor', 'Faculdade Independente Do Nordeste (fainor)', 'Faculdade Independente Do Nordeste/fainor', 'Faculdade Independente Do Nor-deste – Fainor']",0,0,0,1
1163,FAINOR FACULDADE INDEPENDENTE DO NORDESTE LTDA,03.262.477/0001-33,Privada com fins lucrativos,1758,FACULDADE INDEPENDENTE DO NORDESTE (FAINOR),FAINOR,(77) 3161-1000,www.fainor.com.br,pi@fainor.com.br,Avenida Luís Eduardo Magalhães - 1305 - CEP: 45028-440 - Candeias,Vitória da Conquista,BA,Faculdade,EAD - Superior / Presencial - Superior /,Privada,Privada com fins lucrativos,2001-07-09,4,2023.0,5,2018.0,3,2023.0,,,,Ativa,,10-s2.0-105673007,105673007,Faculdade Independente Do Nordeste,,,"['Faculdade Independente Do Nordeste', 'Faculdade Independente Do Nordeste (fainor)', 'Faculdade Independente Do Nordeste – Fainor', 'Faculdade Independente Do Nordeste Ltda']",1,0,0,2
1163,FAINOR FACULDADE INDEPENDENTE DO NORDESTE LTDA,03.262.477/0001-33,Privada com fins lucrativos,1758,FACULDADE INDEPENDENTE DO NORDESTE (FAINOR),FAINOR,(77) 3161-1000,www.fainor.com.br,pi@fainor.com.br,Avenida Luís Eduardo Magalhães - 1305 - CEP: 45028-440 - Candeias,Vitória da Conquista,BA,Faculdade,EAD - Superior / Presencial - Superior /,Privada,Privada com fins lucrativos,2001-07-09,4,2023.0,5,2018.0,3,2023.0,,,,Ativa,,10-s2.0-114678411,114678411,Faculdade Independente do Nordeste (FAINOR),,,"['Faculdade Independente Do Nordeste (fainor)', 'Faculdade Independente Do Nordeste - Fainor', 'Faculdade Independente Do Nordeste', 'Faculdade Independente Do Nordeste. Vitória Da Conquista']",1,0,0,2
1163,FAINOR FACULDADE INDEPENDENTE DO NORDESTE LTDA,03.262.477/0001-33,Privada com fins lucrativos,1758,FACULDADE INDEPENDENTE DO NORDESTE (FAINOR),FAINOR,(77) 3161-1000,www.fainor.com.br,pi@fainor.com.br,Avenida Luís Eduardo Magalhães - 1305 - CEP: 45028-440 - Candeias,Vitória da Conquista,BA,Faculdade,EAD - Superior / Presencial - Superior /,Privada,Privada com fins lucrativos,2001-07-09,4,2023.0,5,2018.0,3,2023.0,,,,Ativa,,10-s2.0-130700926,130700926,Faculdade Independente do Nordeste (FAINOR),,,['Faculdade Independente Do Nordeste (fainor)'],1,0,0,1
1163,FAINOR FACULDADE INDEPENDENTE DO NORDESTE LTDA,03.262.477/0001-33,Privada com fins lucrativos,1758,FACULDADE INDEPENDENTE DO NORDESTE (FAINOR),FAINOR,(77) 3161-1000,www.fainor.com.br,pi@fainor.com.br,Avenida Luís Eduardo Magalhães - 1305 - CEP: 45028-440 - Candeias,Vitória da Conquista,BA,Faculdade,EAD - Superior / Presencial - Superior /,Privada,Privada com fins lucrativos,2001-07-09,4,2023.0,5,2018.0,3,2023.0,,,,Ativa,,10-s2.0-122263881,122263881,Faculdade Independente do Nordeste,,,"['Faculdade Independente Do Nordeste', 'Faculdade Independente Do Nordeste Ltda', 'Faculdade Independente Do Nordeste (fainor)']",1,0,0,2
15012,FACULDADE IRECE,10.854.658/0001-14,Privada com fins lucrativos,15504,FACULDADE IRECÊ (FAI),FAI,(74) 3641-8000,www.faifaculdade.com.br,marcos.carvalho@faifaculdade.com.br,Rua Rio Iguaçu - 397 - CEP: 44873-030 - Recanto das Árvores,Irecê,BA,Faculdade,EAD - Superior / Presencial - Superior /,Privada,Privada com fins lucrativos,2013-12-19,3,2017.0,4,2021.0,3,2023.0,,,,Ativa,,10-s2.0-120005495,120005495,Faculdade Irecê,,,"['Faculdade Irecê', 'Irecê', 'Faculdade De Irecê (fai)']",1,0,0,1
13736,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA BAIANO - REITORIA",10.724.903/0001-79,Pessoa Jurídica de Direito Público - Federal,14509,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA BAIANO (IFBAIANO)",IFBAIANO,(71) 3186-0013,http://www.ifbaiano.edu.br,gabinete@ifbaiano.edu.br,Rua do Rouxinol - 115 - CEP: 41720-052 - Imbuí,Salvador,BA,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior,Publica,Pública Federal,2008-12-30,4,2017.0,4,2023.0,3,2023.0,,,,Ativa,,10-s2.0-60272070,60272070,"Instituto Federal de Educação, Ciência e Tecnologia Baiano - IFBaiano",ifbaiano.edu.br,https://ifbaiano.edu.br/portal,"['Instituto Federal de Educação, Ciência e Tecnologia Baiano', 'Instituto Federal de Educação, Ciência e Tecnologia Baiano - IFBaiano']",0,0,1,1
13736,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA BAIANO - REITORIA",10.724.903/0001-79,Pessoa Jurídica de Direito Público - Federal,14509,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA BAIANO (IFBAIANO)",IFBAIANO,(71) 3186-0013,http://www.ifbaiano.edu.br,gabinete@ifbaiano.edu.br,Rua do Rouxinol - 115 - CEP: 41720-052 - Imbuí,Salvador,BA,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior,Publica,Pública Federal,2008-12-30,4,2017.0,4,2023.0,3,2023.0,,,,Ativa,,10-s2.0-116951835,116951835,"Instituto Federal de Educação, Ciência e Tecnologia Baiano",,,"['Instituto Federal De Educação, Ciência E Tecnologia Baiano', 'Federal De Educação']",1,0,0,1
13736,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA BAIANO - REITORIA",10.724.903/0001-79,Pessoa Jurídica de Direito Público - Federal,14509,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA BAIANO (IFBAIANO)",IFBAIANO,(71) 3186-0013,http://www.ifbaiano.edu.br,gabinete@ifbaiano.edu.br,Rua do Rouxinol - 115 - CEP: 41720-052 - Imbuí,Salvador,BA,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior,Publica,Pública Federal,2008-12-30,4,2017.0,4,2023.0,3,2023.0,,,,Ativa,,10-s2.0-109681814,109681814,"Instituto Federal de Educação, Ciência e Tecnologia Baiano",,,"['Instituto Federal De Educação, Ciência E Tecnologia Baiano', 'Instituto Federal De Educação Ciência E Tecnologia Baiano', 'Instituto Federal De Educação, Ciência E Tecnologia Baiano - Campus Senhor Do Bonfim', 'Instituto Federal De Educaçao Ciência E Tecnologia Baiano', 'Instituto Federal De Ciência E Tecnologia Baiano', 'Instituto Federal Baiano']",1,0,0,1
9092,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA BAHIA",10.764.307/0001-12,Pessoa Jurídica de Direito Público - Federal,599,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA (IFBA)",IFBA,(71) 2102-0413,www.ifba.edu.br,gabinete@ifba.edu.br;proenpi@ifba.edu.br,Avenida Araújo Pinho - 39 - CEP: 40110-150 - Canela,Salvador,BA,"Instituto Federal de Educação, Ciência e Tecnologia",EAD - Superior / Presencial - Superior /,Publica,Pública Federal,1976-07-07,4,2017.0,3,2020.0,4,2023.0,,,,Ativa,,10-s2.0-60271627,60271627,"Instituto Federal de Educação, Ciência e Tecnologia da Bahia – IFBA",portal.ifba.edu.br,https://portal.ifba.edu.br/,"['Instituto Federal de Educação, Ciência e Tecnologia da Bahia', 'Federal Institute of Education, Science and Technology of Bahia', 'Instituto Federal de Educação, Ciência e Tecnologia da Bahia – IFBA']",0,0,0,1
