eid,title,published date,cited by count
2-s2.0-85019051207,"Do sociodemographic, behavioral or health status variables affect longitudinal anthropometric changes in older adults? Population-based cohort study in Southern Brazil",2017-11-01,3
2-s2.0-85018793512,Effects of dehydration methods on quality characteristics of yellow passion fruit co-products,2017-11-01,14
2-s2.0-85017340078,Comparison between types of dressing following catheter insertion and early exit-site infection in peritoneal dialysis,2017-11-01,11
2-s2.0-85015288899,Auditory-Perceptual Evaluation of Voice Quality of Cochlear-implanted and Normal-hearing Individuals: A Reliability Study,2017-11-01,2
2-s2.0-85015162004,Comparison of body adiposity index (BAI) and air displacement plethysmograph with estimations of % body fat in adults with Down's syndrome,2017-11-01,5
2-s2.0-85014438746,Effects of physical activity on the P300 component in elderly people: a systematic review,2017-11-01,21
2-s2.0-85014074415,Cross-Cultural Adaptation and Validation of the Italian Version of the Voice Symptom Scale (I-VoiSS),2017-11-01,20
2-s2.0-85008485256,Alcohol and tobacco consumption concordance and its correlates in older couples in Latin America,2017-11-01,9
2-s2.0-84987899276,Enhancing Nurses' Oral Therapy Practice in 4 Latin American Countries: A Collaborative and Participatory Approach,2017-11-01,2
2-s2.0-85055620688,Human papillomavirus vaccination for boys in Brazil Vacunación contra el virus del papiloma humano para niños en Brasil,2017-10-30,0
2-s2.0-105008879421,Satisfaction of teachers working on the integrated nursing curriculum of a state university Satisfação de docentes do currículo integrado de enfermagem de uma universidade estadual La satisfacción de docentes del currículo integrado de enfermería de una universidad estadual,2017-10-24,1
2-s2.0-105006898763,"Pain management in children as perceived by the nursing team O manejo da dor em crianças percebido pela equipe de enfermagem El manejo del dolor en niños, percibido por el equipo de enfermería",2017-10-24,2
2-s2.0-105006855551,Hepatitis B vaccination and associated factors among nursing personnel at a university hospital Vacinação contra hepatite B e fatores associados entre profissionais da enfermagem de um hospital universitário Vacunación contra la hepatitis B y factores asociados entre profesionales de la enfermería en un hospital universitario,2017-10-24,1
2-s2.0-105006848979,Access to family health unit from the hypertensive’s perspective Acesso às unidades de saúde da família na perspectiva de hipertensos Acceso a las unidades de salud de la familia desde la perspectiva de hipertensos,2017-10-24,3
2-s2.0-105006843057,Human Papilloma Virus-related risk factors for adolescent and young women Fatores de risco de mulheres adolescentes e jovens frente ao Papilomavírus Humano Factores de riesgo para las adolescentes y jóvenes mujeres ante el Virus del Papiloma Humano,2017-10-24,1
2-s2.0-105006839698,The experiences of comfort and discomfort of woman in labor and childbirth As vivências de conforto e desconforto da mulher durante o trabalho de parto e parto Las experiencias de comodidad y incomodidad de la mujer durante el trabajo de parto y parto,2017-10-24,3
2-s2.0-105006832330,Health personnel’s perceptions of factors influencing hemodialysis treatment adherence Percepção dos profissionais de saúde sobre os fatores para a adesão ao tratamento hemodialítico Percepción de los profesionales de la salud acerca de los factores para la adhesión al tratamiento hemodialítico,2017-10-24,6
2-s2.0-105006828933,"Sociodemographic, clinical and self-care aspects of persons with intestinal stoma Aspectos sociodemográficos, clínicos e de autocuidado de pessoas com estomas intestinais Aspectos sociodemográficos, clínicos y de autocuidado de personas con estomas intestinales",2017-10-24,1
2-s2.0-105006828594,Good Partices in obstetric care and its interface with humanization of assistance Boas Práticas na atenção obstétrica e sua interface com a humanização da assistência Buenas Prácticas en la atención obstétrica y su interrelación com la huamanización de la asistencia,2017-10-24,12
2-s2.0-105006828276,Analysis of nursing master’s program proposals in the light of Boaventura Análise das propostas dos programas de mestrado em enfermagem à luz de Boaventura Análisis de las propuestas del programa de maestría en enfermería a la luz de Boaventura,2017-10-24,0
2-s2.0-105006826879,Ethical conflict as a trigger for moral suffering: survey of Brazilian nurses Conflito ético como desencadeador de sofrimento moral: survey com enfermeiros brasileiros Conflicto ético como desencadenador de sufrimiento moral: encuesta con las enfermeras brasileñas,2017-10-24,8
2-s2.0-105006820643,Work conditions in the hospital: perceptions of obstetric nurses Condições de trabalho no hospital: percepções de enfermeiras obstétricas Las condiciones laborales en el hospital: la percepción de enfermeras obstétricas,2017-10-24,4
2-s2.0-105006815354,Food management during childbirth under woman’s perception O manejo alimentar durante o parto sob a percepção da mulher Manejo de alimentos durante el parto bajo la percepción de la mujer,2017-10-24,5
2-s2.0-105006814878,Difficulties in establishing breastfeeding: view of nurses working in primary care facilities Dificuldades no estabelecimento da amamentação: visão das enfermeiras atuantes nas unidades básicas de saúde Dificultades para establecer la lactancia: visión de las enfermeras de unidades básicas de salud,2017-10-24,5
2-s2.0-105006812867,Peripherally inserted central catheter: practics of nursing team in the neonatal intensive care Cateter venoso central de inserção periférica: práticas da equipe de enfermagem na atenção intensiva neonatal Catéter central de inserción periférica: práctica del equipo de enfermería en la atención intensiva neonatal,2017-10-24,8
2-s2.0-105006810503,Cardiac catheterization: experience faced by hospitalized patients Cateterismo cardíaco: experiência vivenciada por pacientes hospitalizados Cateterismo cardiaco: experiencia que enfrentam los pacientes hospitalizados,2017-10-24,1
2-s2.0-105006801664,Workers’ health: student nurses’ conceptions Saúde do trabalhador: concepções de acadêmicos de enfermagem Salud del trabajador: concepciones de los estudiantes de enfermería,2017-10-24,0
2-s2.0-105006795730,Sociodemographic and occupational influences over job satisfaction between nurses in a public hospital Influências sociodemográficas e laborais na satisfação profissional de enfermeiros em hospital público Influencias sociodemograficas y laborales en la satisfacción profesional de enfermeros en un hospital público,2017-10-24,1
2-s2.0-105006794732,Videos as educational technology in nursing: students’ evaluation Vídeos como tecnologia educacional na enfermagem: avaliação de estudantes Videos como tecnología educacional en enfermería: evaluación de estudiantes,2017-10-24,7
2-s2.0-105006793403,Chronic psychiatric client: socio-cognitive reconstruction in the institutional care process Cliente com enfermidade psiquiátrica crônica: reconstrução sociocognitiva no contexto do processo de cuidado institucional Cliente con enfermedad psiquiátrica crónica: reconstrucción socio-cognitiva en el contexto del proceso de atención institucional,2017-10-24,0
2-s2.0-105006792644,Teaching nursing: what path is Brazilian nursing research on? Ensino de enfermagem: por onde caminham as pesquisas brasileiras de enfermagem Educación de enfermería: el camino de las investigaciones brasileñas,2017-10-24,0
2-s2.0-105006771264,Participatory and interdisciplinary care strategy to families of people with fibromyalgia Estratégia participativa e interdisciplinar de cuidado com famílias de pessoas com fibromialgia Estrategia participativa e interdisciplinaria del cuidado con famílias de personas con fibromialgia,2017-10-24,0
2-s2.0-105006726598,Environmental and health education for schoolchildren: other directions for nursing Educação ambiental e em saúde com escolares: outros rumos para a enfermagem Educación ambiental y en salud con estudiantes: otros rumbos para la enfermería,2017-10-24,0
2-s2.0-105006708416,Nursing diagnoses and interventions in postoperative alveolar bone graft patients Diagnósticos e intervenções de enfermagem em pacientes no pós-operatório de enxerto ósseo alveolar Diagnósticos e intervenciones de enfermería en pacientes en el postoperatorio de injerto óseo alveolar,2017-10-24,4
2-s2.0-105006646488,"Tuberculosis in Brazil: the relationship between population size, structure and process Tuberculose no Brasil: relação entre porte populacional, estrutura e processo Tuberculosis en Brasil: relación entre el tamaño de la población, la estructura y el proceso",2017-10-24,1
2-s2.0-85032215743,The effects of EPA and DHA enriched fish oil on nutritional and immunological markers of treatment naïve breast cancer patients: A randomized double-blind controlled trial,2017-10-23,80
2-s2.0-85032255484,Fatty acids consumption: The role metabolic aspects involved in obesity and its associated disorders,2017-10-22,192
2-s2.0-85032280976,Zinc supplementation improves glucose homeostasis in high fat-fed mice by enhancing pancreatic β-cell function,2017-10-20,43
2-s2.0-85025131243,Caregiving for the Elderly Person: Discourses Embedded in the Brazilian Practical Guide for the Caregiver,2017-10-20,3
2-s2.0-85032864428,Citrulline malate does not improve muscle recovery after resistance exercise in untrained young adult men,2017-10-18,40
2-s2.0-85030699472,"Effects of obesity, energy restriction and neutering on the faecal microbiota of cats",2017-10-14,30
2-s2.0-85032859538,A new approach to assess lifetime dietary patterns finds lower consumption of animal foods with aging in a longitudinal analysis of a health-oriented adventist population,2017-10-13,19
2-s2.0-85033801149,"Nursing service quality, availability, accessibility and acceptability in communicable and chronic diseases prevention and treatment as well as in the primary health care",2017-10-10,0
2-s2.0-85033784709,"Health and nursing policies, laws and regulations, governance and management, nursing leadership in Brazil",2017-10-10,1
2-s2.0-85033774091,"Nursing education, continue education and in service training, research and digital technology application",2017-10-10,0
2-s2.0-85053458999,"Impact of the new mental health services on rates of suicide and hospitalisations by attempted suicide, psychiatric problems, and alcohol problems in Brazil",2017-10-09,11
2-s2.0-85031295986,Changes in dietary patterns from childhood to adolescence and associated body adiposity status,2017-10-06,42
2-s2.0-85031289027,Balanced diet-fed fat-1 transgenic mice exhibit lower hindlimb suspension-induced soleus muscle atrophy,2017-10-06,9
2-s2.0-85029406476,Association between Serum Unmetabolized Folic Acid Concentrations and Folic Acid from Fortified Foods,2017-10-03,24
2-s2.0-85028571068,Whole Red Grape Juice Reduces Blood Pressure at Rest and Increases Post-exercise Hypotension,2017-10-03,25
2-s2.0-85042436690,Response by Costa et al. to Letter Regarding Article: “Nutritional Risk is Associated with Chronic Musculoskeletal Pain in Community-dwelling Older Persons: The PAINEL Study”,2017-10-02,0
2-s2.0-85060119581,Pediatric Price Transparency: Still Opaque With Opportunities for Improvement,2017-10-01,10
2-s2.0-85043401067,Prevalence and factors associated with food insecurity in the context of the economic crisis in Brazil,2017-10-01,39
2-s2.0-85035798811,Efficacy and safety of diacerein in patients with inadequately controlled type 2 diabetes: A randomized controlled trial,2017-10-01,29
2-s2.0-85034839131,Effect of resistance training systems on oxidative stress in older women,2017-10-01,21
2-s2.0-85033774512,What psychiatrists need to know about transcranial direct current stimulation,2017-10-01,6
2-s2.0-85032447400,"The influence of dietary and supplemental calcium on postprandial effects of a high-fat meal on lipaemia, glycaemia, C-reactive protein and adiponectin in obese women",2017-10-01,8
